city,state,region,date,year,month,day,temp
Minneapolis,MN,Upper Midwest,1/13/2001,2001,1,13,34
Minneapolis,MN,Upper Midwest,1/14/2001,2001,1,14,35
Minneapolis,MN,Upper Midwest,1/15/2001,2001,1,15,33
Minneapolis,MN,Upper Midwest,1/16/2001,2001,1,16,22
Minneapolis,MN,Upper Midwest,1/17/2001,2001,1,17,20
Minneapolis,MN,Upper Midwest,1/18/2001,2001,1,18,31
Minneapolis,MN,Upper Midwest,1/19/2001,2001,1,19,14
Minneapolis,MN,Upper Midwest,1/20/2001,2001,1,20,18
Minneapolis,MN,Upper Midwest,1/21/2001,2001,1,21,18
Minneapolis,MN,Upper Midwest,1/22/2001,2001,1,22,31
Minneapolis,MN,Upper Midwest,1/23/2001,2001,1,23,30
Minneapolis,MN,Upper Midwest,1/24/2001,2001,1,24,19
Minneapolis,MN,Upper Midwest,1/25/2001,2001,1,25,23
Minneapolis,MN,Upper Midwest,1/26/2001,2001,1,26,26
Minneapolis,MN,Upper Midwest,1/27/2001,2001,1,27,26
Minneapolis,MN,Upper Midwest,1/28/2001,2001,1,28,20
Minneapolis,MN,Upper Midwest,1/29/2001,2001,1,29,34
Minneapolis,MN,Upper Midwest,1/30/2001,2001,1,30,34
Minneapolis,MN,Upper Midwest,1/31/2001,2001,1,31,32
Minneapolis,MN,Upper Midwest,2/1/2001,2001,2,1,19
Minneapolis,MN,Upper Midwest,2/2/2001,2001,2,2,3
Minneapolis,MN,Upper Midwest,2/3/2001,2001,2,3,24
Minneapolis,MN,Upper Midwest,2/4/2001,2001,2,4,24
Minneapolis,MN,Upper Midwest,2/5/2001,2001,2,5,29
Minneapolis,MN,Upper Midwest,2/6/2001,2001,2,6,29
Minneapolis,MN,Upper Midwest,2/7/2001,2001,2,7,24
Minneapolis,MN,Upper Midwest,2/8/2001,2001,2,8,27
Minneapolis,MN,Upper Midwest,2/9/2001,2001,2,9,24
Minneapolis,MN,Upper Midwest,2/10/2001,2001,2,10,7
Minneapolis,MN,Upper Midwest,2/11/2001,2001,2,11,19
Minneapolis,MN,Upper Midwest,2/12/2001,2001,2,12,27
